   UT, hrs       ALT, km       Ne, el/m^3  
    17.70          200.0     2.158e+11 
    17.70          205.0     2.200e+11 
    17.70          210.0     2.147e+11 
    17.70          215.0     2.096e+11 
    17.70          220.0     2.043e+11 
    17.70          225.0     1.982e+11 
    17.70          230.0     1.920e+11 
    17.70          235.0     1.924e+11 
    17.70          240.0     1.916e+11 
    17.70          245.0     1.889e+11 
    17.70          250.0     1.852e+11 
    17.70          255.0     1.808e+11 
    17.70          260.0     1.759e+11 
    17.70          265.0     1.705e+11 
    17.70          270.0     1.652e+11 
    17.70          275.0     1.601e+11 
    17.70          280.0     1.549e+11 
    17.70          285.0     1.497e+11 
    17.70          290.0     1.443e+11 
    17.70          295.0     1.387e+11 
    17.70          300.0     1.331e+11 
    17.70          305.0     1.274e+11 
    17.70          310.0     1.218e+11 
    17.70          315.0     1.167e+11 
    17.70          320.0     1.124e+11 
    17.70          325.0     1.088e+11 
    17.70          330.0     1.059e+11 
    17.70          335.0     1.032e+11 
    17.70          340.0     1.002e+11 
    17.70          345.0     9.674e+10 
    17.70          350.0     9.305e+10 
    17.70          355.0     8.952e+10 
    17.70          360.0     8.656e+10 
    17.70          365.0     8.420e+10 
    17.70          370.0     8.225e+10 
    17.70          375.0     8.038e+10 
    17.70          380.0     7.833e+10 
    17.70          385.0     7.608e+10 
    17.70          390.0     7.365e+10 
    17.70          395.0     7.121e+10 
    17.70          400.0     6.878e+10 
    17.70          405.0     6.631e+10 
    17.70          410.0     6.378e+10 
    17.70          415.0     6.118e+10 
    17.70          420.0     5.864e+10 
    17.70          425.0     5.692e+10 
    17.70          430.0     5.606e+10 
    17.70          435.0     5.608e+10 
    17.70          440.0     5.687e+10 
    17.70          445.0     5.822e+10 
    17.70          450.0     5.938e+10 
    17.70          455.0     6.035e+10 
    17.70          460.0     6.087e+10 
    17.70          465.0     6.104e+10 
    17.70          470.0     6.095e+10 
    17.70          475.0     6.038e+10 
    17.70          480.0     5.896e+10 
    17.70          485.0     5.697e+10 
    17.70          490.0     5.440e+10 
    17.70          495.0     5.145e+10 
    17.70          500.0     4.838e+10 
    17.70          505.0     4.555e+10 
    17.70          510.0     4.308e+10 
    17.70          515.0     4.156e+10 
    17.70          520.0     4.080e+10 
    17.70          525.0     4.074e+10 
    17.70          530.0     4.104e+10 
    17.70          535.0     4.133e+10 
    17.70          540.0     4.103e+10 
    17.70          545.0     4.014e+10 
    17.70          550.0     3.899e+10 
    17.70          555.0     3.794e+10 
    17.70          560.0     3.723e+10 
    17.70          565.0     3.705e+10 
    17.70          570.0     3.767e+10 
    17.70          575.0     3.876e+10 
    17.70          580.0     4.031e+10 
    17.70          585.0     4.117e+10 
    17.70          590.0     4.232e+10 
    17.70          595.0     4.346e+10 
    17.70          600.0     4.461e+10 
    17.80           90.0     1.163e+11 
    17.80           95.0     1.174e+11 
    17.80          100.0     1.199e+11 
    17.80          105.0     1.202e+11 
    17.80          110.0     1.197e+11 
    17.80          115.0     1.231e+11 
    17.80          120.0     1.274e+11 
    17.80          125.0     1.317e+11 
    17.80          130.0     1.397e+11 
    17.80          135.0     1.512e+11 
    17.80          140.0     1.596e+11 
    17.80          145.0     1.660e+11 
    17.80          150.0     1.746e+11 
    17.80          155.0     1.821e+11 
    17.80          160.0     1.856e+11 
    17.80          165.0     1.865e+11 
    17.80          170.0     1.890e+11 
    17.80          175.0     1.889e+11 
    17.80          180.0     1.891e+11 
    17.80          185.0     1.924e+11 
    17.80          190.0     1.991e+11 
    17.80          195.0     2.055e+11 
    17.80          200.0     2.115e+11 
    17.80          205.0     2.153e+11 
    17.80          210.0     2.102e+11 
    17.80          215.0     2.051e+11 
    17.80          220.0     2.000e+11 
    17.80          225.0     1.940e+11 
    17.80          230.0     1.880e+11 
    17.80          235.0     1.882e+11 
    17.80          240.0     1.874e+11 
    17.80          245.0     1.848e+11 
    17.80          250.0     1.812e+11 
    17.80          255.0     1.773e+11 
    17.80          260.0     1.728e+11 
    17.80          265.0     1.678e+11 
    17.80          270.0     1.629e+11 
    17.80          275.0     1.583e+11 
    17.80          280.0     1.534e+11 
    17.80          285.0     1.482e+11 
    17.80          290.0     1.430e+11 
    17.80          295.0     1.376e+11 
    17.80          300.0     1.319e+11 
    17.80          305.0     1.263e+11 
    17.80          310.0     1.208e+11 
    17.80          315.0     1.158e+11 
    17.80          320.0     1.116e+11 
    17.80          325.0     1.082e+11 
    17.80          330.0     1.053e+11 
    17.80          335.0     1.026e+11 
    17.80          340.0     9.961e+10 
    17.80          345.0     9.612e+10 
    17.80          350.0     9.246e+10 
    17.80          355.0     8.897e+10 
    17.80          360.0     8.609e+10 
    17.80          365.0     8.390e+10 
    17.80          370.0     8.210e+10 
    17.80          375.0     8.037e+10 
    17.80          380.0     7.832e+10 
    17.80          385.0     7.593e+10 
    17.80          390.0     7.325e+10 
    17.80          395.0     7.056e+10 
    17.80          400.0     6.787e+10 
    17.80          405.0     6.526e+10 
    17.80          410.0     6.272e+10 
    17.80          415.0     6.029e+10 
    17.80          420.0     5.822e+10 
    17.80          425.0     5.697e+10 
    17.80          430.0     5.658e+10 
    17.80          435.0     5.656e+10 
    17.80          440.0     5.690e+10 
    17.80          445.0     5.750e+10 
    17.80          450.0     5.794e+10 
    17.80          455.0     5.828e+10 
    17.80          460.0     5.867e+10 
    17.80          465.0     5.895e+10 
    17.80          470.0     5.901e+10 
    17.80          475.0     5.861e+10 
    17.80          480.0     5.729e+10 
    17.80          485.0     5.539e+10 
    17.80          490.0     5.302e+10 
    17.80          495.0     5.024e+10 
    17.80          500.0     4.729e+10 
    17.80          505.0     4.453e+10 
    17.80          510.0     4.201e+10 
    17.80          515.0     4.034e+10 
    17.80          520.0     3.941e+10 
    17.80          525.0     3.923e+10 
    17.80          530.0     3.948e+10 
    17.80          535.0     3.983e+10 
    17.80          540.0     3.967e+10 
    17.80          545.0     3.912e+10 
    17.80          550.0     3.828e+10 
    17.80          555.0     3.752e+10 
    17.80          560.0     3.704e+10 
    17.80          565.0     3.697e+10 
    17.80          570.0     3.748e+10 
    17.80          575.0     3.847e+10 
    17.80          580.0     3.999e+10 
    17.80          585.0     4.082e+10 
    17.80          590.0     4.200e+10 
    17.80          595.0     4.321e+10 
    17.80          600.0     4.451e+10 
    17.90           90.0     1.159e+11 
    17.90           95.0     1.166e+11 
    17.90          100.0     1.189e+11 
    17.90          105.0     1.186e+11 
    17.90          110.0     1.180e+11 
    17.90          115.0     1.211e+11 
    17.90          120.0     1.253e+11 
    17.90          125.0     1.291e+11 
    17.90          130.0     1.371e+11 
    17.90          135.0     1.478e+11 
    17.90          140.0     1.557e+11 
    17.90          145.0     1.621e+11 
    17.90          150.0     1.709e+11 
    17.90          155.0     1.781e+11 
    17.90          160.0     1.820e+11 
    17.90          165.0     1.832e+11 
    17.90          170.0     1.853e+11 
    17.90          175.0     1.853e+11 
    17.90          180.0     1.857e+11 
    17.90          185.0     1.887e+11 
    17.90          190.0     1.953e+11 
    17.90          195.0     2.014e+11 
    17.90          200.0     2.070e+11 
    17.90          205.0     2.105e+11 
    17.90          210.0     2.057e+11 
    17.90          215.0     2.004e+11 
    17.90          220.0     1.955e+11 
    17.90          225.0     1.897e+11 
    17.90          230.0     1.837e+11 
    17.90          235.0     1.840e+11 
    17.90          240.0     1.833e+11 
    17.90          245.0     1.809e+11 
    17.90          250.0     1.779e+11 
    17.90          255.0     1.744e+11 
    17.90          260.0     1.703e+11 
    17.90          265.0     1.657e+11 
    17.90          270.0     1.613e+11 
    17.90          275.0     1.568e+11 
    17.90          280.0     1.520e+11 
    17.90          285.0     1.470e+11 
    17.90          290.0     1.418e+11 
    17.90          295.0     1.364e+11 
    17.90          300.0     1.308e+11 
    17.90          305.0     1.253e+11 
    17.90          310.0     1.200e+11 
    17.90          315.0     1.151e+11 
    17.90          320.0     1.110e+11 
    17.90          325.0     1.076e+11 
    17.90          330.0     1.047e+11 
    17.90          335.0     1.020e+11 
    17.90          340.0     9.901e+10 
    17.90          345.0     9.555e+10 
    17.90          350.0     9.193e+10 
    17.90          355.0     8.855e+10 
    17.90          360.0     8.584e+10 
    17.90          365.0     8.379e+10 
    17.90          370.0     8.211e+10 
    17.90          375.0     8.032e+10 
    17.90          380.0     7.808e+10 
    17.90          385.0     7.544e+10 
    17.90          390.0     7.250e+10 
    17.90          395.0     6.957e+10 
    17.90          400.0     6.681e+10 
    17.90          405.0     6.420e+10 
    17.90          410.0     6.196e+10 
    17.90          415.0     6.000e+10 
    17.90          420.0     5.840e+10 
    17.90          425.0     5.745e+10 
    17.90          430.0     5.682e+10 
    17.90          435.0     5.622e+10 
    17.90          440.0     5.581e+10 
    17.90          445.0     5.572e+10 
    17.90          450.0     5.570e+10 
    17.90          455.0     5.611e+10 
    17.90          460.0     5.662e+10 
    17.90          465.0     5.708e+10 
    17.90          470.0     5.728e+10 
    17.90          475.0     5.697e+10 
    17.90          480.0     5.578e+10 
    17.90          485.0     5.409e+10 
    17.90          490.0     5.186e+10 
    17.90          495.0     4.921e+10 
    17.90          500.0     4.628e+10 
    17.90          505.0     4.343e+10 
    17.90          510.0     4.074e+10 
    17.90          515.0     3.893e+10 
    17.90          520.0     3.789e+10 
    17.90          525.0     3.770e+10 
    17.90          530.0     3.802e+10 
    17.90          535.0     3.858e+10 
    17.90          540.0     3.875e+10 
    17.90          545.0     3.849e+10 
